post_thread_id,post_author_id,post_id,post_time,word
1101,57937,787663,1337268600.0,288600d74c1705afdbfe0fb105d4e4fa26b633c8
1101,57937,787663,1337268600.0,9dfcb44a684ab9cdcaf12980f68074aed48950a3
1101,57937,787663,1337268600.0,3c1c5c339e3c01dea26412268304cc50a7a874ab
1101,57937,787663,1337268600.0,252c9c41d47ba09c05ce7f907d14c7059ded6b8f
1101,57937,787663,1337268600.0,18181e8430440df3de9016d13fdb91a893676e8d
1101,57937,787663,1337268600.0,54d550c4c17179b5e158d3dc542a39e55e79b1b5
1101,57937,787663,1337268600.0,f632625e7ed17e1794a36a9048b43fe7ca1d2e5e
1101,57937,787663,1337268600.0,db461f309eee1f9d8e0a7c2da7e0f9ce8eeab6de
1101,57937,787663,1337268600.0,98e53bdaaa6aa1f17062d207de20f190cccdd94f
1101,57937,787663,1337268600.0,cd064221e01f19f9526c50cc94b3b7b6ef47d16b
1101,57937,787663,1337268600.0,4e33c45585d96047ad513571bb13ef17ee65a1f1
1101,57937,787663,1337268600.0,022fdefbbce9eda5ced3bf961d97e9b3dd2b9af9
1101,57937,787663,1337268600.0,2a9505c09ba137c0d46e4cb5d886385c20da5611
1101,57937,787663,1337268600.0,aab181c0df3c079a87c7aa5499008edfca3505ce
1101,57937,787663,1337268600.0,5d27d211ff396c0ad8af776f28bcab8e536c11fb
1101,57937,787663,1337268600.0,c140f74bb47bc499a30e04253e411ccc5aab0ef6
1101,57937,787663,1337268600.0,7fc287f55511aa40c13340ceceaae6e848d89beb
1101,57937,787663,1337268600.0,e62ca099e24d520999bc5af9c4e8adb636760275
1101,57937,787663,1337268600.0,f0f4b40a04e9a67e56d7c88a330d4d334a235b2e
1101,57937,787663,1337268600.0,b9fa4472fbc76bcddbbc0b7c237e5c0e3d4c0a7d
1101,57937,787663,1337268600.0,152285b9b6548dea57975f6acf58154ae3e9512c
1101,57937,787663,1337268600.0,de9a5b2d11d53a5a99ebd07e484347091baf4215
1101,57937,787663,1337268600.0,e2e2aa1f4d37f6cdd6ecaca7e2fa08b93fe19372
1101,57937,787663,1337268600.0,77f7874e95b8c291e347fdddb0f2cefc65e0aa1b
1101,57937,787663,1337268600.0,ab082d2b359b43eea832e39d2b19925611640090
1101,57937,787663,1337268600.0,ed8b8189d3a64cfde8ae478d81bdc04187d4b8b3
1101,57937,787663,1337268600.0,7a1296ed6b5cf68b65a600e7b6ce25c9c4f54fb6
1101,57937,787663,1337268600.0,a9b45d7092cd59d7ea64abee2adfa221af932852
1101,57937,787663,1337268600.0,b833a6c557c499bc3f08713439010c27bf62b98d
1101,57937,787663,1337268600.0,5dfdc7714b0dfccf71ea6cef528ca0f7611a33c4
1101,57937,787663,1337268600.0,2e6d9e833d55e929b1c1d8f45558d897b632cfbe
1101,57937,787663,1337268600.0,76dfb328e5b4ac7a644620d2348ce1a6ade55980
1101,57937,787663,1337268600.0,4c026fb0d5c56645bbd4a31d646a90f2820b4231
1101,57937,787663,1337268600.0,6584313c7911eaaa3f4a585137d2264ed65504a9
1101,57937,787663,1337268600.0,146ee511fa202aa3a6afe4f88690d932b757ae28
1101,57937,787663,1337268600.0,dd11ac999dcd721a02b81160dd7633bd75896908
1101,57937,787663,1337268600.0,a5ac0e2f9aae3051e6a9842e24f837567b3f1ff0
1101,57937,787663,1337268600.0,b39dde7a17eb911b613fd82a77207c148030d814
1101,57937,787663,1337268600.0,0ccf512d912bd5664f72b51412995d99ca004cb3
1101,57937,787663,1337268600.0,dae4c85f07a06ef9a2ef01e4728d97cc8c4c3982
1101,57937,787663,1337268600.0,0a3d2c4f76c35e8e3c340bd06cb728144641966e
1101,57937,787663,1337268600.0,344748946369ec5673af8e46c5f31261f6af234a
1101,57937,787663,1337268600.0,b9df162a2cff1bee284d6bd2767eaab2a6c0942e
1101,57937,787663,1337268600.0,a36eb99c1a6c12bd4a702d3143569f674e37fa89
1101,57937,787663,1337268600.0,fed62e539f98eb95c8e597570339015d38ad78e9
1101,57937,787663,1337268600.0,91c27efe8bab943bbcea9eccf3afbedd227bc260
1101,57937,787663,1337268600.0,7513b0ac22aca997fbbb0d8e82389692e44a38e0
1101,57937,787663,1337268600.0,1f2bebc17c79ddb1c1b5a18bb21505785db99984
1101,57937,787663,1337268600.0,1166c735209ff438a5b75b39f3f3222a86552472
1101,57937,787663,1337268600.0,2b05aa424fd536abada08a9bee805043e5007afa
1101,57937,787663,1337268600.0,26ecf4721853c257aca21c36420665618e578c6c
1101,57937,787663,1337268600.0,9c3090749257abd84a6810350c3164b29208fe28
1101,57937,787663,1337268600.0,d72c8fde86df4eefd15609bf26828450d9ae55e6
1101,57937,787663,1337268600.0,b9daab85cfefbe0aec397a122a90f51f0e6eb446
1101,57937,787663,1337268600.0,741e19455032cf00ce0d504b996c35e8f458e505
1101,57937,787663,1337268600.0,cb895dcce322a0e76d8bb80d293c04259d4c3368
1101,57937,787663,1337268600.0,3f27528f56ec95db79ac5e95e1c6e03b90d18db3
1101,57937,787663,1337268600.0,58d5355fee8ff330808669814ae39f11637960b2
1101,57937,787663,1337268600.0,9ca1a7a6037b8c258e0f4f92a2e305fa615a9dc1
1101,57937,787663,1337268600.0,9d64d7672d0f2a74217a89730cd6c9b4c1143412
1101,57937,787663,1337268600.0,5cf5b6b4bf5ad9b5c7353e6ff480bf304ce80448
1101,57937,787663,1337268600.0,88fd12285eabdc6ace242df380a6ffce149b9c9a
1101,57937,787663,1337268600.0,47ded36e1b125235c51ebd354c771ea0854d1aa6
1101,57937,787663,1337268600.0,42d3318ac0e55c3e55e7dccda2926eb0beab69ea
1101,57937,787663,1337268600.0,1b7b23a5ee2567f6a84f6ccd0a10a3345b05d6f4
1101,57937,787663,1337268600.0,05771d9de79e4baf86cf852ce47f5366d65928d4
1101,57937,787663,1337268600.0,c9272501ea1ece20dcca26e14cc17b61bae8a8b9
1101,57937,787663,1337268600.0,6e65ebeaacdedfd62cf579082a552231038951e9
1101,57937,787663,1337268600.0,a2b32be2154cea233f487801c83d26c3168c2efe
1101,57937,787663,1337268600.0,e7bcf7fdc88ccf9f05fc1e11e0ac17b5f48a07a2
1101,57937,787663,1337268600.0,21cc76f6647ed419c4c40a5a904a18546c1cd595
1101,57937,787663,1337268600.0,e41add392c2d857a1d8b6a561041f9625eced197
1101,57937,787663,1337268600.0,05ee4a53d357526d484e5dd0909618e4e4ff9d90
1101,57937,787663,1337268600.0,b856a085327c591466dc81e5da5816cfc7c03efe
1101,57937,787663,1337268600.0,fb721a5bd69d52e289dc038167aeaedaccaebc00
1101,57937,787663,1337268600.0,ef19da8000cd32e4063f3c6f645c4d9cb8cc75b4
1101,57937,787663,1337268600.0,f0615e9482202572f150cc3bf4943004200d317d
1101,57937,787663,1337268600.0,f5b3173b9f198bc45a79463bcbef7e131ff277fc
1101,57937,787663,1337268600.0,3ed7c75cc649c69364c244848199da21940f7a75
1101,57937,787663,1337268600.0,e915a008b45bcd6b7f402cc032d7490ee4ba973f
1101,57937,787663,1337268600.0,732ec41c81b6c247fc7c8ad4a9bc82277d11d968
1101,57937,787663,1337268600.0,387d944335d8fd901351f24eac0565b4c00cd9b3
1101,57937,787663,1337268600.0,646ca76ed6f21104ccbb8525fceae8acda594b80
1101,57937,787663,1337268600.0,75d338fc892fa9343b387fa139482d6ab4b5a508
1101,57937,787663,1337268600.0,21376fdc9b390e0df2a7cfaecc23482dd36a1fcd
1101,57937,787663,1337268600.0,c2ce0370781eb547424fdf41ffa9b7d52f883adf
1101,57937,787663,1337268600.0,bc80f729aa5d47cf2a057a530bf0330ac3d054f8
1101,57937,787663,1337268600.0,156daddcf0bf541ce27e83a1a722d0f7cc081542
1101,57937,787663,1337268600.0,8b2aea1be4931e700727cce18f657aac9cebc201
1101,57937,787663,1337268600.0,cb02e680087548e0b43f23d80b82939d3d2672b7
1101,57937,787663,1337268600.0,ba587feb84ffc4bcd7346f8284ec53837a47ab50
1101,57937,787663,1337268600.0,6f9f3d3f3bde6d1679a3a9e11799a3ce972a3b06
1101,57937,787663,1337268600.0,a00fe8f46d9baf8cc83a5653a4986087cca025d1
1101,57937,787663,1337268600.0,f9f5287a1cba1061e095eb3fbf6280a5243abcce
1101,57937,787663,1337268600.0,a67b1c234c14d217bd3fb3b18e19cbc09b24d559
1101,57937,787663,1337268600.0,21cd7cbec6df693927a2e93f00799c04a7a2fb28
1101,57937,787663,1337268600.0,c6b6ef78b3e394bd9646fdafb73cc3f1a744bc7e
1101,57937,787663,1337268600.0,6701b182679fc38836f4f171db5fea81a82000fb
1101,57937,787663,1337268600.0,e8cd2c1381cdf9e5ca119bfc06dc1c5543c790e0
1101,57937,787663,1337268600.0,a524d698a6f2b02a2b027245b1e8ff5f1e643d3e
1101,57937,787663,1337268600.0,d61e63b3a17d90268e37eab0cc86c12ac8b22c17
1101,57937,787663,1337268600.0,ac4c9046309182e09a6943a4a72dab677f4502bb
1101,57937,787663,1337268600.0,e5de8325804568097c15e201b17c8894d180d4b6
1101,57937,787663,1337268600.0,a4bb4ef3b43f4001df1089038c6f6826211e4e91
1101,57937,787663,1337268600.0,3e0908d791f672779d16d796308dba17b4e1ec8a
1101,57937,787663,1337268600.0,a2f7b85d92c0b9aa698b667bb31e9090a5a7eb4b
1101,57937,787663,1337268600.0,777106317ac0ac32781f40173dcd51458856879c
1101,57937,787663,1337268600.0,f43e19287c0d77d087d2636c8d10922c21475f8d
1101,57937,787663,1337268600.0,010142fab13b7e972aeadd787439c02f03622964
1101,57937,787663,1337268600.0,ddc379730e150afa63d016c3908362224bfb8542
1101,57937,787663,1337268600.0,4cb80a699762152a942b0d6479174df004ffdd77
1101,57937,787663,1337268600.0,a2b3e0c6148fa5c3403ecfba5f8fdc02c3176e7b
1101,57937,787663,1337268600.0,677a2eec61c390bcdc52203f944cf04f62a6b26d
1101,57937,787663,1337268600.0,88a7989b932f7d6941cfdf224e7dd45795119040
1101,57937,787663,1337268600.0,c5212a89e6bfca0e258aa6af6b5170bf0ba02074
1101,57937,787663,1337268600.0,4424609ce8f972c64842cf25d140209949939181
1101,57937,787663,1337268600.0,d77f87516298dfba34bc157f0092a9637e6be470
1101,57937,787663,1337268600.0,71c78fd6fac93babccc04d786dc75dfc1de78a8d
1101,57937,787663,1337268600.0,8f071c2b01df386480bc953490253a8db48871b8
1101,57937,787663,1337268600.0,606e712308a7c03e08fb4501859c1e3e2b05ba9b
1101,57937,787663,1337268600.0,42c1384c7c7167bf2613a98fd5d1c9d08694e445
1101,57937,787663,1337268600.0,1c4e0f512f8139f89cfa0f759efddcf1b398c7e6
1101,57937,787663,1337268600.0,eb3be3db6c6b0a20a64360e85f7a396531b8bd0f
1101,57937,787663,1337268600.0,6bb3d3fd68086984dccd18ba79cf9a7fc8677b02
1101,57937,787663,1337268600.0,50469efbf7c217d0cda6f56c48afacee3517102d
1101,57937,787663,1337268600.0,deac251fd321395f60fc1a7ad5e793c6574fa51f
1101,57937,787663,1337268600.0,6bdb829a8e78605bf68c8a98458e2ae65f8c739d
1101,57937,787663,1337268600.0,dfc2e7259e3e02bc86710155042104cfb1c663ad
1101,57937,787663,1337268600.0,f30207328ab4576c2fe6d1c584b16bb778509191
1101,57937,787663,1337268600.0,1425149336a08a0dc2cebf000ddeb17c1f176400
1101,57937,787663,1337268600.0,21a9cc93952613dd7ce438f42333ed792ef8c9e1
1101,57937,787663,1337268600.0,c16d4d42a06f2012901d59edf88b92f7b1988cdf
1101,57937,787663,1337268600.0,f1feac8344cb7385b90ff17aed55b92f86923c2d
1101,57937,787663,1337268600.0,c25eeac6d36f32206f1f28180452078ca5d005a2
1101,57937,787663,1337268600.0,fdd3af048c780cf35dd20921ad5d98caa1f8e289
1101,57937,787663,1337268600.0,e3991157e61cba454205d4ef84b9a9ca6c8bfcba
1101,57937,787663,1337268600.0,2cc0811de640628839db496812643fa60d3561e4
1101,57937,787663,1337268600.0,ff141a4b2c2deea29ee14df94ec4ac301a51a4a6
1101,57937,787663,1337268600.0,a53c0840c05ffe105a469ae577e53b536321a172
1101,57937,787663,1337268600.0,e6cbc76c5ba518bbed4a11c4ecccca0f3361ead3
1101,57937,787663,1337268600.0,6772e9757b84fbffdeef02432ccd72cd1f13fedf
1101,57937,787663,1337268600.0,bcc7097e96d489da11cfc6b17828c434ed761a82
1101,57937,787663,1337268600.0,822ed3491a979222baee4afaf3ad5069bc636c09
1101,57937,787663,1337268600.0,cbbc4797ddc1991ae95a3001d72d9d86a158e074
1101,57937,787663,1337268600.0,b2686cd67365f8ce1bf93657f1cbda7904c7f6d3
1101,57937,787663,1337268600.0,14358bd3cb571db0a8698c880ece5eac68ce7574
1101,57937,787663,1337268600.0,39780e02a5efb38d73ca5a6c74ace0eb63976874
1101,57937,787663,1337268600.0,acff149470157bc1c60b7d002fd9cc1fa155978f
1101,57937,787663,1337268600.0,5524a4474ede721869e1a7dba70698be44cb9ac9
1101,57937,787663,1337268600.0,5174d2462132e9f37d7e76eafeddaf58150b94c5
1101,57937,787663,1337268600.0,bce9ef9e2c78e5864e18df46025f21a132f763e7
1101,57937,787663,1337268600.0,c8e27ac31e9f581e2a1055d6e49cd7c3c5b4f548
1101,57937,787663,1337268600.0,5f06f3a3e43ceaf9812f5ea21f6eedfd378e9c1a
1101,57937,787663,1337268600.0,facdf5091647f67a58b26b5b1effa86abfb69c4d
1101,57937,787663,1337268600.0,502dcd142f2ad19b3569d81f3b4db0c5bd00a851
1101,57937,787663,1337268600.0,95a47306ea606382351d57ea8ead464741ef7433
1101,57937,787663,1337268600.0,257d2f0b279df362306579da548d04f8005f8d52
1101,57937,787663,1337268600.0,266c232b32bddde5a66324d97063dfde34823293
1101,57937,787663,1337268600.0,b1f47a1c0474c029ee383d2967ca449e0cd2c3fa
1101,57937,787663,1337268600.0,d6e7a1a69c842a56befe6d76757ff26a0467b07d
1101,57937,787663,1337268600.0,cd63cb1eec93260afbd8255b6dd84a59021df5fc
1101,57937,787663,1337268600.0,7219a7164a95b1e7234025298948746761960af7
1101,57937,787663,1337268600.0,fe8a4182f20b32a073223431cbf432ffe2162019
1101,57937,787663,1337268600.0,909989d86efefda21deb713b3db7fffb8f6cb0bc
1101,57937,787663,1337268600.0,232eb02947bb25cccddea917a722c6e235622b69
1101,57937,787663,1337268600.0,9aa522c2a2565b6bbd4072e9d95037fa34d53986
1101,57937,787663,1337268600.0,7366a9d4b998ac04e882c1fc87ba9e191622fa8b
1101,57937,787663,1337268600.0,6ba5a4b58a079466f3e0ed9fd106486eaf963cf7
1101,57937,787663,1337268600.0,c566f8ae4b4ba0f616dabe3b560cbcfb0914531c
1101,57937,787663,1337268600.0,5ca679a270a94bc36b278316a68a8b49a8f2c294
1101,57937,787663,1337268600.0,7f780452370b37cf546b14ea47cce47aafd51073
1101,57937,787663,1337268600.0,d5685b00ae5a06c34cd309669c4c53e3db8fb74a
1101,57937,787663,1337268600.0,9c9c4ff64a43259ac061bce7b9d24ebde7ed28d1
1101,57937,787663,1337268600.0,16006c926cc4a5def0cb9fee1cdfade5d0db8fe4
1101,57937,787663,1337268600.0,775468ccf136516594770e957b448826e84faed8
1101,57937,787663,1337268600.0,cc45aea10ff74b2816c7d1bbe538b546026099b5
1101,57937,787663,1337268600.0,8c8441e4f3a913ac41c810ab9160779f0e7e0ca1
1101,57937,787663,1337268600.0,e8f5f94089d61c3777b3d8f3e1ac6431761eb7bd
1101,57937,787663,1337268600.0,7fe77bb8ade695c29e79e93d993ebe9d3312595b
1101,57937,787663,1337268600.0,8fa572793874bba8a5194e1be03773e741317161
1101,57937,787663,1337268600.0,53c577e1630502330c37e699c64decced5d88376
1101,57937,787663,1337268600.0,68b9aee3fdf871049d092b18eafb13947cab1020
1101,57937,787663,1337268600.0,a950b510bc00741f6616e74754c14a8abab350c3
1101,57937,787663,1337268600.0,d39572e4536c00690d6a810a512f88596d0b0b48
1101,57937,787663,1337268600.0,d41eaee9dbb9789fa5156de84816d074464ed621
1101,57937,787663,1337268600.0,74f04a0dfce3a27c59806cd813eaff4c9ac9d41f
1101,57937,787663,1337268600.0,001fb67ae21833112da2958e596795826fed17c3
1101,57937,787663,1337268600.0,f5e439fa35750445bb08aa3e5b4ab4908aa2977f
1101,57937,787663,1337268600.0,14130973f96e8a826b05aafa4f16007b44cfb50e
1101,57937,787663,1337268600.0,d8e90129d111ad080cb6a0ee9504adf1ebebe3a7
1101,57937,787663,1337268600.0,c70233a08a6b5fa4a3a1c49996482aae25a10cc0
1101,57937,787663,1337268600.0,82f0cc1b44c9c3c00332668e0ce5b91ac6776c8e
1101,57937,787663,1337268600.0,ef6815e8f8abd9a2133449b19e7ed9e4e30de088
1101,57937,787663,1337268600.0,2d531e8750e8ffebdee0814630e570fc651a8176
1101,57937,787663,1337268600.0,6706dc56cf5d07915e2bce6fd0d555be90d66e3e
1101,57937,787663,1337268600.0,a48ae61850da95b7d205e4d2a9b764fdd237f3f9
1101,57937,787663,1337268600.0,a431d7c09291aadf85f043cd9754cadd6e1cebbf
1101,57937,787663,1337268600.0,49b9db665ce05716e7fa7de837b013e19fa848af
1101,57937,787663,1337268600.0,eaa0a1d2b3fddc3746bbc2b9d779fe88a8a30f45
1101,57937,787663,1337268600.0,00c053e387fe715b34fe1620cd46b305a068659d
1101,57937,787663,1337268600.0,87b156cbb0e197c3c980e069725e3f87353c0a8e
1101,57937,787663,1337268600.0,4918219e351c1da342411bf4dac80ec282e056e1
1101,57937,787663,1337268600.0,ba4a5ded3dafb5dd6bff717f89b454ba145928cd
1101,57937,787663,1337268600.0,ebc23aa11663b13d2ff68c2d6be272f7fb82cb29
1101,57937,787663,1337268600.0,90b2bef65efb04996258d0a081ecaf2c52249a1e
1101,57937,787663,1337268600.0,87b2bad6e4b7f1449bc3615ae9ff0bfefe984351
1101,57937,787663,1337268600.0,8e8a03573af2bb9178eca80c8b679e82e66a5838
1101,57937,787663,1337268600.0,4e7bd3cf6f731037fd8eee0eab0d41156193ee73
1101,57937,787663,1337268600.0,5b6ef7634abae45b8777eb77f08732c3acbcc78e
1101,57937,787663,1337268600.0,ffb5c554982de65172ca71e74586b2ffe35aaae9
1101,57937,787663,1337268600.0,4be4d00bad53ad0b0efb76907ef654de98489009
1101,57937,787663,1337268600.0,6812c1a47a1a0a9475f2e4d2e27a05d49a8a7ce3
1101,57937,787663,1337268600.0,39eea61d4751cdca475359cd5a36c1cd927b1977
1101,57937,787663,1337268600.0,a405ba3b915805469697fe3a7f517c5f7527ab8e
1101,57937,787663,1337268600.0,2db4158bd4aef8f378c23bd1b8319f740ed8cc85
1101,57937,787663,1337268600.0,fa0828d35f4eb8a2705041205a04565d4fcd6200
1101,57937,787663,1337268600.0,b290d1c1ca43530048c7e2724d341f920711db45
1101,57937,787663,1337268600.0,89e1aac3ff683850732bc95d760239aed6be87da
1101,57937,787663,1337268600.0,aeacaf150796d20ac4a8616a9f30dba310dd7bfa
1101,57937,787663,1337268600.0,1af678cca94bbf15bbada8b854c177dfa377399b
1101,57937,787663,1337268600.0,43ec6cbb3f378e3fe0a15212c5341a84545bb9ff
1101,57937,787663,1337268600.0,fbd84881fafb0798b9689b08ab9b8f3454cec288
1101,57937,787663,1337268600.0,d6d65ad7a6816789b73012965189dfe413c8ee63
1101,57937,787663,1337268600.0,f3c5ac608fdf963338dbed6cbab661e18382393b
1101,57937,787663,1337268600.0,10488dc2db1906d0f4a8bc22e7a2d649788de808
1101,57937,787663,1337268600.0,c01a0823a730d199e0ca679c47611ac0fcf0a250
1101,57937,787663,1337268600.0,e7c5507e120905af2b89cee0ad02099322fcc43c
1101,57937,787663,1337268600.0,5a8e927b9b244fc7495a324f0de1b05e477110d8
1101,57937,787663,1337268600.0,d0e7fa7c09425df5a02844a8a8f43f1ada72f284
1101,57937,787663,1337268600.0,d8cf5b2a1cb2598d8d6302e885d1da2d2932fa50
1101,57937,787663,1337268600.0,380296c3c6158636c8546d4a607d4f9f0fb19591
1101,57937,787663,1337268600.0,6e74e19581981d13832bc3885710dcc50db68e92
1101,57937,787663,1337268600.0,d751e6e6d43f126462afa58c5d8fb1ab42ec68b7
1101,57937,787663,1337268600.0,84b28c9a2de2f4d2ca536fb1b32c2777854f6d2b
1101,57937,787663,1337268600.0,a3ac12576d852d2c960df6784f365665251d89bc
1101,57937,787663,1337268600.0,06817843ea49db95a77713b648717746f417c479
1101,57937,787663,1337268600.0,d1db0fc0a19a6cb9f3675d9ebf5290d7cdff6584
1101,57937,787663,1337268600.0,e59fc73ee78e1ba458d28d5840d54ab5a5040ad7
1101,57937,787663,1337268600.0,1682c2330fdf9e29227794fd413ddb7c8ba8f1f2
1101,57937,787663,1337268600.0,4fc11de35e523fab6eefc9e6fded2df5b3c54c01
1101,57937,787663,1337268600.0,f29f8aefd8dbc1b3d7f029c37c74f6e71e708a13
1101,57937,787663,1337268600.0,3a9ba96bdda1cd79f3c6361c3d13bb5aa6c57e61
1101,57937,787663,1337268600.0,3645a8fa81ba2fe921e27021cdd9f266db09c769
1101,57937,787663,1337268600.0,43b7e5ed2b4278e20a324f8ceca0d723fa0f0584
1101,57937,787663,1337268600.0,fd7238f664045e364162528090ef8977be10f936
1101,57937,787663,1337268600.0,0d8c07eb205a313527d59fc91e3df478447dda71
1101,57937,787663,1337268600.0,65816d9a3dc7820c315c1c5dc7ffe2d1573a725f
1101,57937,787663,1337268600.0,3f86df2354c6826b2896068835bacc7ee7dbc238
1101,57937,787663,1337268600.0,014fc2e3319646ef34ce63022a0387bcc0caaba3
1101,57937,787663,1337268600.0,e7733beb9de851b067711f6d02d72967853139bf
1101,57937,787663,1337268600.0,1a185a1efafb8c70645c98ded35ac94df709484b
1101,57937,787663,1337268600.0,55723917f9b4910a3058719b812f8219b117477e
1101,57937,787663,1337268600.0,eca52a27b20eb426755741d8e1c8e88e4cbf528a
1101,57937,787663,1337268600.0,57c71baa6b34f2179753f693e331d25602782582
1101,57937,787663,1337268600.0,7d4715bfea07d9f2aace56e4a3b9837fa631c5d8
1101,57937,787663,1337268600.0,1540b60dc1a1a795c5394e0efc8e1f92d61dd7c6
1101,57937,787663,1337268600.0,e336d9905ce88643ca0f94441dff627ccb3159f3
1101,57937,787663,1337268600.0,87ad99264c4f30a2c8fd533b7dfb448455e5a75d
1101,57937,787663,1337268600.0,7352f828090a9ea766d40ba10dc04810b0705438
1101,149531,3022194,1337269560.0,d8779db3ecf206b98cd4e481ba8292654cd4e3fa
1101,149531,3022194,1337269560.0,f07955b0241559d1cc55c96cccaf9e60cae37017
1101,149531,3022194,1337269560.0,eb2d290dbf8694906c6e1701aef5c96b265f87b7
1101,149531,3022194,1337269560.0,b018a64da58d224779104d3016388c4d5a95d293
1101,149531,3022194,1337269560.0,b05dbb6863467328638e9ed1247bab7622d2c4ff
1101,149531,3022194,1337269560.0,7f51207e879cd87090067344b9bae1c9910f45a5
1101,149531,3022194,1337269560.0,1468c5be7103ac09945adef90f3a424e4a1e8a28
1101,149531,3022194,1337269560.0,3ef2710b5686c0ff9b6f68788dfdf1b7e79b27ef
1101,149531,3022194,1337269560.0,3e28d57e6a85b9d197200802dbbcd8298a27093f
1101,149531,3022194,1337269560.0,9bc44bc9b6e0457801cc8ee7b5b7a6cc8ee18d39
1101,149531,3022194,1337269560.0,6cbe97a69b1d36fe8b9f9146d3083abcca27537f
